Label,Analysis,nVertices,SessCode,ClassPair_1,ClassPair_2,Combination,PredictCode,PredictCond,Probability_1,Probability_2,Weights_1,Weights_2
roi.lh.f-vs-o.ffa1.label,main_sm0_E2_self.lh,62,facewordN01_self,Chinese_intact,Chinese_exchange,Chinese_top0.50-Chinese_bottom0.50,6,Chinese_exchange,0.470602893777709,0.529397106222291,0.5,0.5
roi.lh.f-vs-o.ffa1.label,main_sm0_E2_self.lh,62,facewordN01_self,Chinese_intact,Chinese_exchange,Chinese_top0.50-Chinese_bottom0.50,5,Chinese_intact,0.566764010297261,0.433235989702739,0.5,0.5
roi.lh.f-vs-o.ffa1.label,main_sm0_E2_self.lh,62,facewordN01_self,Chinese_intact,Chinese_exchange,Chinese_top0.50-Chinese_bottom0.50,6,Chinese_exchange,0.482127056238842,0.517872943761158,0.5,0.5
roi.lh.f-vs-o.ffa1.label,main_sm0_E2_self.lh,62,facewordN01_self,Chinese_intact,Chinese_exchange,Chinese_top0.50-Chinese_bottom0.50,5,Chinese_intact,0.577191931855212,0.422808068144788,0.5,0.5
roi.lh.f-vs-o.ffa1.label,main_sm0_E2_self.lh,62,facewordN01_self,Chinese_intact,Chinese_exchange,Chinese_top0.50-Chinese_bottom0.50,5,Chinese_intact,0.597350091866689,0.402649908133311,0.5,0.5
roi.lh.f-vs-o.ffa1.label,main_sm0_E2_self.lh,62,facewordN01_self,Chinese_intact,Chinese_exchange,Chinese_top0.50-Chinese_bottom0.50,5,Chinese_intact,0.609841096384313,0.390158903615687,0.5,0.5
roi.lh.f-vs-o.ffa1.label,main_sm0_E2_self.lh,62,facewordN01_self,Chinese_intact,Chinese_exchange,Chinese_top0.50-Chinese_bottom0.50,5,Chinese_intact,0.534644279196942,0.465355720803058,0.5,0.5
roi.lh.f-vs-o.ffa1.label,main_sm0_E2_self.lh,62,facewordN01_self,Chinese_intact,Chinese_exchange,Chinese_top0.50-Chinese_bottom0.50,5,Chinese_intact,0.562057848675425,0.437942151324575,0.5,0.5
roi.lh.f-vs-o.ffa1.label,main_sm0_E2_self.lh,62,facewordN01_self,Chinese_intact,Chinese_exchange,Chinese_top0.50-Chinese_bottom0.50,5,Chinese_intact,0.595642592876581,0.404357407123419,0.5,0.5
roi.lh.f-vs-o.ffa1.label,main_sm0_E2_self.lh,62,facewordN01_self,Chinese_intact,Chinese_exchange,Chinese_top0.50-Chinese_bottom0.50,6,Chinese_exchange,0.486757452213813,0.513242547786187,0.5,0.5
