Label,Analysis,nVertices,SessCode,Condition,Response
roi.lh.f-vs-o.ffa1.label,main_sm5_E2_self.lh,125006,facewordN05_self,Chinese_bottom,NaN
roi.lh.f-vs-o.ffa1.label,main_sm5_E2_self.lh,112844,facewordN06_self,English_intact,1.44233596198995
roi.lh.f-vs-o.ffa1.label,main_sm5_E2_self.lh,112844,facewordN06_self,English_exchange,1.42797899288191
roi.lh.f-vs-o.ffa1.label,main_sm5_E2_self.lh,112844,facewordN06_self,English_top,1.22130658089275
roi.lh.f-vs-o.ffa1.label,main_sm5_E2_self.lh,112844,facewordN06_self,English_bottom,1.69847096481793
roi.lh.f-vs-o.ffa1.label,main_sm5_E2_self.lh,112844,facewordN06_self,Chinese_intact,0.763341148134688
roi.lh.f-vs-o.ffa1.label,main_sm5_E2_self.lh,112844,facewordN06_self,Chinese_exchange,0.94502563249897
roi.lh.f-vs-o.ffa1.label,main_sm5_E2_self.lh,112844,facewordN06_self,Chinese_top,1.07023643272024
roi.lh.f-vs-o.ffa1.label,main_sm5_E2_self.lh,112844,facewordN06_self,Chinese_bottom,0.815202045188823
roi.lh.f-vs-o.ffa1.label,main_sm5_E2_self.lh,134067,facewordN07_self,English_intact,1.14603892627622
roi.lh.f-vs-o.ffa1.label,main_sm5_E2_self.lh,134067,facewordN07_self,English_exchange,1.72816832312921
roi.lh.f-vs-o.ffa1.label,main_sm5_E2_self.lh,134067,facewordN07_self,English_top,1.13557442380305
roi.lh.f-vs-o.ffa1.label,main_sm5_E2_self.lh,134067,facewordN07_self,English_bottom,1.40556235033639
roi.lh.f-vs-o.ffa1.label,main_sm5_E2_self.lh,134067,facewordN07_self,Chinese_intact,0.988969214513999
roi.lh.f-vs-o.ffa1.label,main_sm5_E2_self.lh,134067,facewordN07_self,Chinese_exchange,1.17661985207577
roi.lh.f-vs-o.ffa1.label,main_sm5_E2_self.lh,134067,facewordN07_self,Chinese_top,1.27083882790844
roi.lh.f-vs-o.ffa1.label,main_sm5_E2_self.lh,134067,facewordN07_self,Chinese_bottom,1.16648418380923
roi.lh.f-vs-o.ffa1.label,main_sm5_E2_self.lh,140477,facewordN08_self,English_intact,NaN
roi.lh.f-vs-o.ffa1.label,main_sm5_E2_self.lh,140477,facewordN08_self,English_exchange,NaN
roi.lh.f-vs-o.ffa1.label,main_sm5_E2_self.lh,140477,facewordN08_self,English_top,NaN
roi.lh.f-vs-o.ffa1.label,main_sm5_E2_self.lh,140477,facewordN08_self,English_bottom,NaN
roi.lh.f-vs-o.ffa1.label,main_sm5_E2_self.lh,140477,facewordN08_self,Chinese_intact,NaN
roi.lh.f-vs-o.ffa1.label,main_sm5_E2_self.lh,140477,facewordN08_self,Chinese_exchange,NaN
roi.lh.f-vs-o.ffa1.label,main_sm5_E2_self.lh,140477,facewordN08_self,Chinese_top,NaN
roi.lh.f-vs-o.ffa1.label,main_sm5_E2_self.lh,140477,facewordN08_self,Chinese_bottom,NaN
roi.lh.f-vs-o.ffa1.label,main_sm5_E2_self.lh,137484,facewordN09_self,English_intact,0.666746877719778
roi.lh.f-vs-o.ffa1.label,main_sm5_E2_self.lh,137484,facewordN09_self,English_exchange,1.15253231363581
roi.lh.f-vs-o.ffa1.label,main_sm5_E2_self.lh,137484,facewordN09_self,English_top,0.728492864759158
roi.lh.f-vs-o.ffa1.label,main_sm5_E2_self.lh,137484,facewordN09_self,English_bottom,0.987874728757025
roi.lh.f-vs-o.ffa1.label,main_sm5_E2_self.lh,137484,facewordN09_self,Chinese_intact,0.687078413584374
roi.lh.f-vs-o.ffa1.label,main_sm5_E2_self.lh,137484,facewordN09_self,Chinese_exchange,0.885934835435539
roi.lh.f-vs-o.ffa1.label,main_sm5_E2_self.lh,137484,facewordN09_self,Chinese_top,0.686248515763425
roi.lh.f-vs-o.ffa1.label,main_sm5_E2_self.lh,137484,facewordN09_self,Chinese_bottom,0.899964217910703
roi.lh.f-vs-o.ffa1.label,main_sm5_E2_self.lh,125964,facewordN10_self,English_intact,0.554354237867337
roi.lh.f-vs-o.ffa1.label,main_sm5_E2_self.lh,125964,facewordN10_self,English_exchange,0.750779965344597
roi.lh.f-vs-o.ffa1.label,main_sm5_E2_self.lh,125964,facewordN10_self,English_top,0.33684134819344
roi.lh.f-vs-o.ffa1.label,main_sm5_E2_self.lh,125964,facewordN10_self,English_bottom,0.475107052308672
roi.lh.f-vs-o.ffa1.label,main_sm5_E2_self.lh,125964,facewordN10_self,Chinese_intact,0.742350450917786
roi.lh.f-vs-o.ffa1.label,main_sm5_E2_self.lh,125964,facewordN10_self,Chinese_exchange,1.18500821029439
roi.lh.f-vs-o.ffa1.label,main_sm5_E2_self.lh,125964,facewordN10_self,Chinese_top,0.618386664226943
roi.lh.f-vs-o.ffa1.label,main_sm5_E2_self.lh,125964,facewordN10_self,Chinese_bottom,0.831452052967221
roi.lh.f-vs-o.ffa1.label,main_sm5_E2_self.lh,136490,facewordN11_self,English_intact,1.79382112787829
roi.lh.f-vs-o.ffa1.label,main_sm5_E2_self.lh,136490,facewordN11_self,English_exchange,2.54826627257797
roi.lh.f-vs-o.ffa1.label,main_sm5_E2_self.lh,136490,facewordN11_self,English_top,2.0607625775867
roi.lh.f-vs-o.ffa1.label,main_sm5_E2_self.lh,136490,facewordN11_self,English_bottom,2.2135561555624
roi.lh.f-vs-o.ffa1.label,main_sm5_E2_self.lh,136490,facewordN11_self,Chinese_intact,1.86168746401866
roi.lh.f-vs-o.ffa1.label,main_sm5_E2_self.lh,136490,facewordN11_self,Chinese_exchange,1.51858858805564
roi.lh.f-vs-o.ffa1.label,main_sm5_E2_self.lh,136490,facewordN11_self,Chinese_top,1.57576431334019
roi.lh.f-vs-o.ffa1.label,main_sm5_E2_self.lh,136490,facewordN11_self,Chinese_bottom,1.54596393845148
roi.lh.f-vs-o.ffa1.label,main_sm5_E2_self.lh,138906,facewordN12_self,English_intact,NaN
roi.lh.f-vs-o.ffa1.label,main_sm5_E2_self.lh,138906,facewordN12_self,English_exchange,NaN
roi.lh.f-vs-o.ffa1.label,main_sm5_E2_self.lh,138906,facewordN12_self,English_top,NaN
roi.lh.f-vs-o.ffa1.label,main_sm5_E2_self.lh,138906,facewordN12_self,English_bottom,NaN
roi.lh.f-vs-o.ffa1.label,main_sm5_E2_self.lh,138906,facewordN12_self,Chinese_intact,NaN
roi.lh.f-vs-o.ffa1.label,main_sm5_E2_self.lh,138906,facewordN12_self,Chinese_exchange,NaN
roi.lh.f-vs-o.ffa1.label,main_sm5_E2_self.lh,138906,facewordN12_self,Chinese_top,NaN
roi.lh.f-vs-o.ffa1.label,main_sm5_E2_self.lh,138906,facewordN12_self,Chinese_bottom,NaN
roi.lh.f-vs-o.ffa1.label,main_sm5_E2_self.lh,153209,facewordN13_self,English_intact,1.05038998333307
roi.lh.f-vs-o.ffa1.label,main_sm5_E2_self.lh,153209,facewordN13_self,English_exchange,0.942445530341222
roi.lh.f-vs-o.ffa1.label,main_sm5_E2_self.lh,153209,facewordN13_self,English_top,0.952731818724901
roi.lh.f-vs-o.ffa1.label,main_sm5_E2_self.lh,153209,facewordN13_self,English_bottom,1.04721667636663
roi.lh.f-vs-o.ffa1.label,main_sm5_E2_self.lh,153209,facewordN13_self,Chinese_intact,0.283001688834375
roi.lh.f-vs-o.ffa1.label,main_sm5_E2_self.lh,153209,facewordN13_self,Chinese_exchange,0.164337789853259
roi.lh.f-vs-o.ffa1.label,main_sm5_E2_self.lh,153209,facewordN13_self,Chinese_top,0.401409260762217
roi.lh.f-vs-o.ffa1.label,main_sm5_E2_self.lh,153209,facewordN13_self,Chinese_bottom,0.323570038693456
roi.lh.f-vs-o.ffa1.label,main_sm5_E2_self.lh,125104,facewordN14_self,English_intact,0.415901977201583
roi.lh.f-vs-o.ffa1.label,main_sm5_E2_self.lh,125104,facewordN14_self,English_exchange,0.347953499098059
roi.lh.f-vs-o.ffa1.label,main_sm5_E2_self.lh,125104,facewordN14_self,English_top,0.422165949894509
roi.lh.f-vs-o.ffa1.label,main_sm5_E2_self.lh,125104,facewordN14_self,English_bottom,0.252124243638885
roi.lh.f-vs-o.ffa1.label,main_sm5_E2_self.lh,125104,facewordN14_self,Chinese_intact,0.271955380137538
roi.lh.f-vs-o.ffa1.label,main_sm5_E2_self.lh,125104,facewordN14_self,Chinese_exchange,0.352235618716394
roi.lh.f-vs-o.ffa1.label,main_sm5_E2_self.lh,125104,facewordN14_self,Chinese_top,0.384838617183793
roi.lh.f-vs-o.ffa1.label,main_sm5_E2_self.lh,125104,facewordN14_self,Chinese_bottom,0.298428047356576
roi.lh.f-vs-o.ffa1.label,main_sm5_E2_self.lh,153567,facewordN15_self,English_intact,NaN
roi.lh.f-vs-o.ffa1.label,main_sm5_E2_self.lh,153567,facewordN15_self,English_exchange,NaN
roi.lh.f-vs-o.ffa1.label,main_sm5_E2_self.lh,153567,facewordN15_self,English_top,NaN
roi.lh.f-vs-o.ffa1.label,main_sm5_E2_self.lh,153567,facewordN15_self,English_bottom,NaN
roi.lh.f-vs-o.ffa1.label,main_sm5_E2_self.lh,153567,facewordN15_self,Chinese_intact,NaN
roi.lh.f-vs-o.ffa1.label,main_sm5_E2_self.lh,153567,facewordN15_self,Chinese_exchange,NaN
roi.lh.f-vs-o.ffa1.label,main_sm5_E2_self.lh,153567,facewordN15_self,Chinese_top,NaN
roi.lh.f-vs-o.ffa1.label,main_sm5_E2_self.lh,153567,facewordN15_self,Chinese_bottom,NaN
roi.lh.f-vs-o.ffa1.label,main_sm5_E2_self.lh,137341,facewordN16_self,English_intact,0.733703400868519
roi.lh.f-vs-o.ffa1.label,main_sm5_E2_self.lh,137341,facewordN16_self,English_exchange,0.843579881320334
roi.lh.f-vs-o.ffa1.label,main_sm5_E2_self.lh,137341,facewordN16_self,English_top,0.588666657543486
roi.lh.f-vs-o.ffa1.label,main_sm5_E2_self.lh,137341,facewordN16_self,English_bottom,0.76782564866315
roi.lh.f-vs-o.ffa1.label,main_sm5_E2_self.lh,137341,facewordN16_self,Chinese_intact,0.3875140272508
roi.lh.f-vs-o.ffa1.label,main_sm5_E2_self.lh,137341,facewordN16_self,Chinese_exchange,0.479342368805105
roi.lh.f-vs-o.ffa1.label,main_sm5_E2_self.lh,137341,facewordN16_self,Chinese_top,0.279198096474858
roi.lh.f-vs-o.ffa1.label,main_sm5_E2_self.lh,137341,facewordN16_self,Chinese_bottom,0.232219465444707
roi.lh.f-vs-o.ffa1.label,main_sm5_E2_self.lh,129334,facewordN17_self,English_intact,1.3822336231705
roi.lh.f-vs-o.ffa1.label,main_sm5_E2_self.lh,129334,facewordN17_self,English_exchange,1.19252046181338
roi.lh.f-vs-o.ffa1.label,main_sm5_E2_self.lh,129334,facewordN17_self,English_top,0.797777143925646
roi.lh.f-vs-o.ffa1.label,main_sm5_E2_self.lh,129334,facewordN17_self,English_bottom,1.38828081153605
roi.lh.f-vs-o.ffa1.label,main_sm5_E2_self.lh,129334,facewordN17_self,Chinese_intact,0.134670802058115
roi.lh.f-vs-o.ffa1.label,main_sm5_E2_self.lh,129334,facewordN17_self,Chinese_exchange,0.168826496194586
roi.lh.f-vs-o.ffa1.label,main_sm5_E2_self.lh,129334,facewordN17_self,Chinese_top,0.63501485496977
roi.lh.f-vs-o.ffa1.label,main_sm5_E2_self.lh,129334,facewordN17_self,Chinese_bottom,0.0328189407502485
roi.lh.f-vs-o.ffa1.label,main_sm5_E2_self.lh,154066,facewordN18_self,English_intact,0.465615455147832
roi.lh.f-vs-o.ffa1.label,main_sm5_E2_self.lh,154066,facewordN18_self,English_exchange,0.596483133560003
roi.lh.f-vs-o.ffa1.label,main_sm5_E2_self.lh,154066,facewordN18_self,English_top,0.572461334078811
roi.lh.f-vs-o.ffa1.label,main_sm5_E2_self.lh,154066,facewordN18_self,English_bottom,0.560061666161515
roi.lh.f-vs-o.ffa1.label,main_sm5_E2_self.lh,154066,facewordN18_self,Chinese_intact,0.105831351125786
roi.lh.f-vs-o.ffa1.label,main_sm5_E2_self.lh,154066,facewordN18_self,Chinese_exchange,0.160244260763013
roi.lh.f-vs-o.ffa1.label,main_sm5_E2_self.lh,154066,facewordN18_self,Chinese_top,0.144497829677231
roi.lh.f-vs-o.ffa1.label,main_sm5_E2_self.lh,154066,facewordN18_self,Chinese_bottom,0.203413451307042
roi.lh.f-vs-o.ffa1.label,main_sm5_E2_self.lh,144389,facewordN19_self,English_intact,NaN
roi.lh.f-vs-o.ffa1.label,main_sm5_E2_self.lh,144389,facewordN19_self,English_exchange,NaN
roi.lh.f-vs-o.ffa1.label,main_sm5_E2_self.lh,144389,facewordN19_self,English_top,NaN
roi.lh.f-vs-o.ffa1.label,main_sm5_E2_self.lh,144389,facewordN19_self,English_bottom,NaN
roi.lh.f-vs-o.ffa1.label,main_sm5_E2_self.lh,144389,facewordN19_self,Chinese_intact,NaN
roi.lh.f-vs-o.ffa1.label,main_sm5_E2_self.lh,144389,facewordN19_self,Chinese_exchange,NaN
roi.lh.f-vs-o.ffa1.label,main_sm5_E2_self.lh,144389,facewordN19_self,Chinese_top,NaN
roi.lh.f-vs-o.ffa1.label,main_sm5_E2_self.lh,144389,facewordN19_self,Chinese_bottom,NaN
roi.lh.f-vs-o.ffa1.label,main_sm5_E2_self.lh,131073,facewordN20_self,English_intact,0.40438827482566
roi.lh.f-vs-o.ffa1.label,main_sm5_E2_self.lh,131073,facewordN20_self,English_exchange,0.273469230571184
roi.lh.f-vs-o.ffa1.label,main_sm5_E2_self.lh,131073,facewordN20_self,English_top,0.0507527777403272
roi.lh.f-vs-o.ffa1.label,main_sm5_E2_self.lh,131073,facewordN20_self,English_bottom,0.373937814980585
roi.lh.f-vs-o.ffa1.label,main_sm5_E2_self.lh,131073,facewordN20_self,Chinese_intact,0.0202233442554957
roi.lh.f-vs-o.ffa1.label,main_sm5_E2_self.lh,131073,facewordN20_self,Chinese_exchange,0.0385502996847459
roi.lh.f-vs-o.ffa1.label,main_sm5_E2_self.lh,131073,facewordN20_self,Chinese_top,0.245961371155713
roi.lh.f-vs-o.ffa1.label,main_sm5_E2_self.lh,131073,facewordN20_self,Chinese_bottom,-0.194465704945494
roi.lh.f-vs-o.ffa2.label,main_sm5_E2_self.lh,103261,facewordN01_self,English_intact,NaN
roi.lh.f-vs-o.ffa2.label,main_sm5_E2_self.lh,103261,facewordN01_self,English_exchange,NaN
roi.lh.f-vs-o.ffa2.label,main_sm5_E2_self.lh,103261,facewordN01_self,English_top,NaN
roi.lh.f-vs-o.ffa2.label,main_sm5_E2_self.lh,103261,facewordN01_self,English_bottom,NaN
roi.lh.f-vs-o.ffa2.label,main_sm5_E2_self.lh,103261,facewordN01_self,Chinese_intact,NaN
roi.lh.f-vs-o.ffa2.label,main_sm5_E2_self.lh,103261,facewordN01_self,Chinese_exchange,NaN
roi.lh.f-vs-o.ffa2.label,main_sm5_E2_self.lh,103261,facewordN01_self,Chinese_top,NaN
roi.lh.f-vs-o.ffa2.label,main_sm5_E2_self.lh,103261,facewordN01_self,Chinese_bottom,NaN
roi.lh.f-vs-o.ffa2.label,main_sm5_E2_self.lh,138526,facewordN02_self,English_intact,0.47997942519567
roi.lh.f-vs-o.ffa2.label,main_sm5_E2_self.lh,138526,facewordN02_self,English_exchange,0.348478581447371
roi.lh.f-vs-o.ffa2.label,main_sm5_E2_self.lh,138526,facewordN02_self,English_top,0.393618553120615
roi.lh.f-vs-o.ffa2.label,main_sm5_E2_self.lh,138526,facewordN02_self,English_bottom,0.459747665624757
roi.lh.f-vs-o.ffa2.label,main_sm5_E2_self.lh,138526,facewordN02_self,Chinese_intact,0.320459980997292
roi.lh.f-vs-o.ffa2.label,main_sm5_E2_self.lh,138526,facewordN02_self,Chinese_exchange,0.313356187684756
roi.lh.f-vs-o.ffa2.label,main_sm5_E2_self.lh,138526,facewordN02_self,Chinese_top,0.467308784456034
roi.lh.f-vs-o.ffa2.label,main_sm5_E2_self.lh,138526,facewordN02_self,Chinese_bottom,0.518909416350543
roi.lh.f-vs-o.ffa2.label,main_sm5_E2_self.lh,134377,facewordN03_self,English_intact,NaN
roi.lh.f-vs-o.ffa2.label,main_sm5_E2_self.lh,134377,facewordN03_self,English_exchange,NaN
roi.lh.f-vs-o.ffa2.label,main_sm5_E2_self.lh,134377,facewordN03_self,English_top,NaN
roi.lh.f-vs-o.ffa2.label,main_sm5_E2_self.lh,134377,facewordN03_self,English_bottom,NaN
roi.lh.f-vs-o.ffa2.label,main_sm5_E2_self.lh,134377,facewordN03_self,Chinese_intact,NaN
roi.lh.f-vs-o.ffa2.label,main_sm5_E2_self.lh,134377,facewordN03_self,Chinese_exchange,NaN
roi.lh.f-vs-o.ffa2.label,main_sm5_E2_self.lh,134377,facewordN03_self,Chinese_top,NaN
roi.lh.f-vs-o.ffa2.label,main_sm5_E2_self.lh,134377,facewordN03_self,Chinese_bottom,NaN
roi.lh.f-vs-o.ffa2.label,main_sm5_E2_self.lh,123708,facewordN04_self,English_intact,0.0297249838905899
roi.lh.f-vs-o.ffa2.label,main_sm5_E2_self.lh,123708,facewordN04_self,English_exchange,0.193668598015057
roi.lh.f-vs-o.ffa2.label,main_sm5_E2_self.lh,123708,facewordN04_self,English_top,-0.00945188837910169
roi.lh.f-vs-o.ffa2.label,main_sm5_E2_self.lh,123708,facewordN04_self,English_bottom,-0.0670227593693294
roi.lh.f-vs-o.ffa2.label,main_sm5_E2_self.lh,123708,facewordN04_self,Chinese_intact,-0.17850151579631
roi.lh.f-vs-o.ffa2.label,main_sm5_E2_self.lh,123708,facewordN04_self,Chinese_exchange,-0.0507304013743506
roi.lh.f-vs-o.ffa2.label,main_sm5_E2_self.lh,123708,facewordN04_self,Chinese_top,0.0464000896317884
roi.lh.f-vs-o.ffa2.label,main_sm5_E2_self.lh,123708,facewordN04_self,Chinese_bottom,0.131815253511855
roi.lh.f-vs-o.ffa2.label,main_sm5_E2_self.lh,125006,facewordN05_self,English_intact,0.589978862042521
roi.lh.f-vs-o.ffa2.label,main_sm5_E2_self.lh,125006,facewordN05_self,English_exchange,1.07649832262712
roi.lh.f-vs-o.ffa2.label,main_sm5_E2_self.lh,125006,facewordN05_self,English_top,0.488220457937203
roi.lh.f-vs-o.ffa2.label,main_sm5_E2_self.lh,125006,facewordN05_self,English_bottom,0.617938073242412
roi.lh.f-vs-o.ffa2.label,main_sm5_E2_self.lh,125006,facewordN05_self,Chinese_intact,0.376993584574438
roi.lh.f-vs-o.ffa2.label,main_sm5_E2_self.lh,125006,facewordN05_self,Chinese_exchange,0.471418601625106
roi.lh.f-vs-o.ffa2.label,main_sm5_E2_self.lh,125006,facewordN05_self,Chinese_top,0.487701321933784
roi.lh.f-vs-o.ffa2.label,main_sm5_E2_self.lh,125006,facewordN05_self,Chinese_bottom,0.520215606572581
roi.lh.f-vs-o.ffa2.label,main_sm5_E2_self.lh,112844,facewordN06_self,English_intact,0.526667422748038
roi.lh.f-vs-o.ffa2.label,main_sm5_E2_self.lh,112844,facewordN06_self,English_exchange,0.567959961146929
roi.lh.f-vs-o.ffa2.label,main_sm5_E2_self.lh,112844,facewordN06_self,English_top,0.417146322302639
roi.lh.f-vs-o.ffa2.label,main_sm5_E2_self.lh,112844,facewordN06_self,English_bottom,0.894376675642672
roi.lh.f-vs-o.ffa2.label,main_sm5_E2_self.lh,112844,facewordN06_self,Chinese_intact,0.254199713770677
roi.lh.f-vs-o.ffa2.label,main_sm5_E2_self.lh,112844,facewordN06_self,Chinese_exchange,0.258131796316732
roi.lh.f-vs-o.ffa2.label,main_sm5_E2_self.lh,112844,facewordN06_self,Chinese_top,0.456932060930523
roi.lh.f-vs-o.ffa2.label,main_sm5_E2_self.lh,112844,facewordN06_self,Chinese_bottom,0.25264583820928
roi.lh.f-vs-o.ffa2.label,main_sm5_E2_self.lh,134067,facewordN07_self,English_intact,0.854893737239763
roi.lh.f-vs-o.ffa2.label,main_sm5_E2_self.lh,134067,facewordN07_self,English_exchange,1.13375204778276
roi.lh.f-vs-o.ffa2.label,main_sm5_E2_self.lh,134067,facewordN07_self,English_top,0.773606578935869
roi.lh.f-vs-o.ffa2.label,main_sm5_E2_self.lh,134067,facewordN07_self,English_bottom,1.12910715094768
roi.lh.f-vs-o.ffa2.label,main_sm5_E2_self.lh,134067,facewordN07_self,Chinese_intact,0.451464077837045
roi.lh.f-vs-o.ffa2.label,main_sm5_E2_self.lh,134067,facewordN07_self,Chinese_exchange,0.554583740187809
roi.lh.f-vs-o.ffa2.label,main_sm5_E2_self.lh,134067,facewordN07_self,Chinese_top,0.852113914908841
roi.lh.f-vs-o.ffa2.label,main_sm5_E2_self.lh,134067,facewordN07_self,Chinese_bottom,0.504052136355313
roi.lh.f-vs-o.ffa2.label,main_sm5_E2_self.lh,140477,facewordN08_self,English_intact,0.747523377481982
roi.lh.f-vs-o.ffa2.label,main_sm5_E2_self.lh,140477,facewordN08_self,English_exchange,0.323086241059166
roi.lh.f-vs-o.ffa2.label,main_sm5_E2_self.lh,140477,facewordN08_self,English_top,0.268376741960323
roi.lh.f-vs-o.ffa2.label,main_sm5_E2_self.lh,140477,facewordN08_self,English_bottom,0.675898004778855
roi.lh.f-vs-o.ffa2.label,main_sm5_E2_self.lh,140477,facewordN08_self,Chinese_intact,0.183723068333787
roi.lh.f-vs-o.ffa2.label,main_sm5_E2_self.lh,140477,facewordN08_self,Chinese_exchange,0.0422741968997942
roi.lh.f-vs-o.ffa2.label,main_sm5_E2_self.lh,140477,facewordN08_self,Chinese_top,0.374405363159214
roi.lh.f-vs-o.ffa2.label,main_sm5_E2_self.lh,140477,facewordN08_self,Chinese_bottom,0.137086988708152
roi.lh.f-vs-o.ffa2.label,main_sm5_E2_self.lh,137484,facewordN09_self,English_intact,-0.000836841452023216
roi.lh.f-vs-o.ffa2.label,main_sm5_E2_self.lh,137484,facewordN09_self,English_exchange,0.0785281170140465
roi.lh.f-vs-o.ffa2.label,main_sm5_E2_self.lh,137484,facewordN09_self,English_top,0.0120377888583314
roi.lh.f-vs-o.ffa2.label,main_sm5_E2_self.lh,137484,facewordN09_self,English_bottom,0.116568920358932
roi.lh.f-vs-o.ffa2.label,main_sm5_E2_self.lh,137484,facewordN09_self,Chinese_intact,0.175157019431936
roi.lh.f-vs-o.ffa2.label,main_sm5_E2_self.lh,137484,facewordN09_self,Chinese_exchange,0.132264251335636
roi.lh.f-vs-o.ffa2.label,main_sm5_E2_self.lh,137484,facewordN09_self,Chinese_top,0.10058109135082
roi.lh.f-vs-o.ffa2.label,main_sm5_E2_self.lh,137484,facewordN09_self,Chinese_bottom,0.117661669809191
roi.lh.f-vs-o.ffa2.label,main_sm5_E2_self.lh,125964,facewordN10_self,English_intact,1.47730681195959
roi.lh.f-vs-o.ffa2.label,main_sm5_E2_self.lh,125964,facewordN10_self,English_exchange,1.05355685229342
roi.lh.f-vs-o.ffa2.label,main_sm5_E2_self.lh,125964,facewordN10_self,English_top,0.815144977994732
roi.lh.f-vs-o.ffa2.label,main_sm5_E2_self.lh,125964,facewordN10_self,English_bottom,1.55273415742221
roi.lh.f-vs-o.ffa2.label,main_sm5_E2_self.lh,125964,facewordN10_self,Chinese_intact,0.0808989255057348
