Label,Analysis,nVertices,SessCode,Condition,Response
roi.lh.f-vs-o.ffa1.label,main_sm5_E1_self.lh,118168,faceword20_self,face_bottom,NaN
roi.lh.f-vs-o.ffa1.label,main_sm5_E1_self.lh,118168,faceword20_self,word_intact,NaN
roi.lh.f-vs-o.ffa1.label,main_sm5_E1_self.lh,118168,faceword20_self,word_exchange,NaN
roi.lh.f-vs-o.ffa1.label,main_sm5_E1_self.lh,118168,faceword20_self,word_top,NaN
roi.lh.f-vs-o.ffa1.label,main_sm5_E1_self.lh,118168,faceword20_self,word_bottom,NaN
roi.lh.f-vs-o.ffa1.label,main_sm5_E1_self.lh,124513,faceword21_self,face_intact,1.07090671097531
roi.lh.f-vs-o.ffa1.label,main_sm5_E1_self.lh,124513,faceword21_self,face_exchange,1.03929606956594
roi.lh.f-vs-o.ffa1.label,main_sm5_E1_self.lh,124513,faceword21_self,face_top,0.988652298555655
roi.lh.f-vs-o.ffa1.label,main_sm5_E1_self.lh,124513,faceword21_self,face_bottom,0.87744776115698
roi.lh.f-vs-o.ffa1.label,main_sm5_E1_self.lh,124513,faceword21_self,word_intact,0.274070710950422
roi.lh.f-vs-o.ffa1.label,main_sm5_E1_self.lh,124513,faceword21_self,word_exchange,0.495950860875275
roi.lh.f-vs-o.ffa1.label,main_sm5_E1_self.lh,124513,faceword21_self,word_top,0.245545824710622
roi.lh.f-vs-o.ffa1.label,main_sm5_E1_self.lh,124513,faceword21_self,word_bottom,0.280421072856852
roi.lh.f-vs-o.ffa2.label,main_sm5_E1_self.lh,122633,faceword01_self,face_intact,NaN
roi.lh.f-vs-o.ffa2.label,main_sm5_E1_self.lh,122633,faceword01_self,face_exchange,NaN
roi.lh.f-vs-o.ffa2.label,main_sm5_E1_self.lh,122633,faceword01_self,face_top,NaN
roi.lh.f-vs-o.ffa2.label,main_sm5_E1_self.lh,122633,faceword01_self,face_bottom,NaN
roi.lh.f-vs-o.ffa2.label,main_sm5_E1_self.lh,122633,faceword01_self,word_intact,NaN
roi.lh.f-vs-o.ffa2.label,main_sm5_E1_self.lh,122633,faceword01_self,word_exchange,NaN
roi.lh.f-vs-o.ffa2.label,main_sm5_E1_self.lh,122633,faceword01_self,word_top,NaN
roi.lh.f-vs-o.ffa2.label,main_sm5_E1_self.lh,122633,faceword01_self,word_bottom,NaN
roi.lh.f-vs-o.ffa2.label,main_sm5_E1_self.lh,125567,faceword02_self,face_intact,NaN
roi.lh.f-vs-o.ffa2.label,main_sm5_E1_self.lh,125567,faceword02_self,face_exchange,NaN
roi.lh.f-vs-o.ffa2.label,main_sm5_E1_self.lh,125567,faceword02_self,face_top,NaN
roi.lh.f-vs-o.ffa2.label,main_sm5_E1_self.lh,125567,faceword02_self,face_bottom,NaN
roi.lh.f-vs-o.ffa2.label,main_sm5_E1_self.lh,125567,faceword02_self,word_intact,NaN
roi.lh.f-vs-o.ffa2.label,main_sm5_E1_self.lh,125567,faceword02_self,word_exchange,NaN
roi.lh.f-vs-o.ffa2.label,main_sm5_E1_self.lh,125567,faceword02_self,word_top,NaN
roi.lh.f-vs-o.ffa2.label,main_sm5_E1_self.lh,125567,faceword02_self,word_bottom,NaN
roi.lh.f-vs-o.ffa2.label,main_sm5_E1_self.lh,127505,faceword03_self,face_intact,0.543872918610155
roi.lh.f-vs-o.ffa2.label,main_sm5_E1_self.lh,127505,faceword03_self,face_exchange,0.405515503021
roi.lh.f-vs-o.ffa2.label,main_sm5_E1_self.lh,127505,faceword03_self,face_top,0.265565358752826
roi.lh.f-vs-o.ffa2.label,main_sm5_E1_self.lh,127505,faceword03_self,face_bottom,0.480700854126734
roi.lh.f-vs-o.ffa2.label,main_sm5_E1_self.lh,127505,faceword03_self,word_intact,0.825300295176056
roi.lh.f-vs-o.ffa2.label,main_sm5_E1_self.lh,127505,faceword03_self,word_exchange,0.555230200807884
roi.lh.f-vs-o.ffa2.label,main_sm5_E1_self.lh,127505,faceword03_self,word_top,0.556991382189209
roi.lh.f-vs-o.ffa2.label,main_sm5_E1_self.lh,127505,faceword03_self,word_bottom,0.655091460595149
roi.lh.f-vs-o.ffa2.label,main_sm5_E1_self.lh,130007,faceword04_self,face_intact,0.454052184361453
roi.lh.f-vs-o.ffa2.label,main_sm5_E1_self.lh,130007,faceword04_self,face_exchange,0.433937835488834
roi.lh.f-vs-o.ffa2.label,main_sm5_E1_self.lh,130007,faceword04_self,face_top,0.371195375870645
roi.lh.f-vs-o.ffa2.label,main_sm5_E1_self.lh,130007,faceword04_self,face_bottom,0.412413783420145
roi.lh.f-vs-o.ffa2.label,main_sm5_E1_self.lh,130007,faceword04_self,word_intact,0.249589291121773
roi.lh.f-vs-o.ffa2.label,main_sm5_E1_self.lh,130007,faceword04_self,word_exchange,0.231018438606578
roi.lh.f-vs-o.ffa2.label,main_sm5_E1_self.lh,130007,faceword04_self,word_top,-0.0566536928070527
roi.lh.f-vs-o.ffa2.label,main_sm5_E1_self.lh,130007,faceword04_self,word_bottom,0.266927829044993
roi.lh.f-vs-o.ffa2.label,main_sm5_E1_self.lh,122458,faceword05_self,face_intact,0.348390757062196
roi.lh.f-vs-o.ffa2.label,main_sm5_E1_self.lh,122458,faceword05_self,face_exchange,0.162794941822319
roi.lh.f-vs-o.ffa2.label,main_sm5_E1_self.lh,122458,faceword05_self,face_top,0.36014148022409
roi.lh.f-vs-o.ffa2.label,main_sm5_E1_self.lh,122458,faceword05_self,face_bottom,0.507928790960897
roi.lh.f-vs-o.ffa2.label,main_sm5_E1_self.lh,122458,faceword05_self,word_intact,0.292448756664673
roi.lh.f-vs-o.ffa2.label,main_sm5_E1_self.lh,122458,faceword05_self,word_exchange,0.438004621229059
roi.lh.f-vs-o.ffa2.label,main_sm5_E1_self.lh,122458,faceword05_self,word_top,0.263598387066678
roi.lh.f-vs-o.ffa2.label,main_sm5_E1_self.lh,122458,faceword05_self,word_bottom,0.381333958772892
roi.lh.f-vs-o.ffa2.label,main_sm5_E1_self.lh,126864,faceword06_self,face_intact,NaN
roi.lh.f-vs-o.ffa2.label,main_sm5_E1_self.lh,126864,faceword06_self,face_exchange,NaN
