SubjCode,Label,ClusterNo,Max,VtxMax,GlobalMax,MNI305_gm_1,MNI305_gm_2,MNI305_gm_3,Tal_gm_1,Tal_gm_2,Tal_gm_3,Size,NVtxs,fmin
facewordN14_rmm,roi.rh.f-vs-o.ffa2.label,1,9.032495,68354,68354,42.73340140518,-41.66503536752,-22.92145420484,42.3060673911282,-41.3268759762882,-17.2100466791578,99.6480774059892,146,0
facewordN14_rmm,roi.rh.o-vs-scr.label,1,4.247395,23596,23596,42.22668354518,-80.58964114852,-2.00918232884,41.8044167097282,-78.1586078312699,2.22136526268002,99.7102970480919,148,0
facewordN15_ken,roi.lh.f-vs-o.ffa2.label,1,1.905509,78928,78928,-39.13881801747,-39.29936905912,-24.20982958866,-38.7474298372953,-39.0891366523811,-18.4056165049817,24.2190963625908,31,0
facewordN15_ken,roi.lh.word-vs-face-object-scrambled.label,1,5.274224,72944,72944,-39.22843376447,-42.44482822912,-18.58967017066,-38.8361494268253,-41.9004706174678,-13.5380913187405,99.8209594264627,138,0
facewordN15_ken,roi.lh.o-vs-scr.label,1,2.668033,24524,24524,-37.16219556747,-81.80810204612,-11.91965867066,-36.7905736117953,-79.7551044205646,-6.03396029847857,99.400788962841,155,0
facewordN15_ken,roi.rh.f-vs-o.ffa1.label,1,2.416496,33865,33865,35.76479204053,-73.29509457812,-12.32590400666,35.4071441201247,-71.5248622436248,-6.78748876198288,99.4557819962502,144,0
facewordN15_ken,roi.rh.f-vs-o.ffa2.label,1,2.841305,76541,76541,37.21910082253,-40.59662304512,-22.96893770466,36.8469098143047,-40.2938046797732,-17.3016793812207,99.7727260403335,145,0
facewordN15_ken,roi.rh.o-vs-scr.label,1,2.616508,15812,15812,42.23982706553,-84.91925579812,0.255486215340021,41.8174287948747,-82.2569875059929,4.35162161424836,99.9790984652936,173,0
facewordN16_ljc,roi.lh.f-vs-o.ffa1.label,1,6.074332,33947,33947,-42.45782008652,-64.38725746128,-21.25042426288,-42.0332418856548,-63.2697324340029,-14.70656709314,99.6946163550019,157,0
facewordN16_ljc,roi.lh.word-vs-face-object-scrambled.label,1,4.869934,40386,40386,-46.39657077852,-54.65644680228,-9.06095295688,-45.9326050707348,-53.3308977390914,-4.95195517282174,99.7890944853425,162,0
facewordN16_ljc,roi.lh.o-vs-scr.label,1,2.694915,15344,15344,-48.47424639452,-77.13333331728,0.0792500771200011,-47.9895039305748,-74.7221846489146,3.81222707695484,99.3256569728255,134,0
facewordN16_ljc,roi.rh.f-vs-o.ffa2.label,1,9.096601,52196,52196,42.53522657748,-49.31294097628,-13.92321920088,42.1098743117052,-48.3583048422304,-9.29020656446887,99.5686161369085,139,0
facewordN16_ljc,roi.rh.o-vs-scr.label,1,4.141704,16355,16355,45.35093934048,-81.15867291828,-0.444966956880002,44.8974299470752,-78.6442091653693,3.56125063421645,99.939799234271,155,0
