SubjCode,Label,ClusterNo,Max,VtxMax,GlobalMax,MNI305_gm_1,MNI305_gm_2,MNI305_gm_3,Tal_gm_1,Tal_gm_2,Tal_gm_3,Size,NVtxs,fmin
facewordN01_az,roi.lh.o-vs-scr.label,1,2.07368,14746,14746,-41.1428959378,-85.29240903031,-8.98925656636002,-40.731466978422,-83.007632740334,-3.40658032660686,54.1578848361969,73,0
facewordN01_az,roi.lh.o-vs-scr.a100.label,1,2.07368,14746,14746,-41.1428959378,-85.29240903031,-8.98925656636002,-40.731466978422,-83.007632740334,-3.40658032660686,54.1578848361969,73,0
facewordN01_az,roi.lh.o-vs-scr.a150.label,1,2.07368,14746,14746,-41.1428959378,-85.29240903031,-8.98925656636002,-40.731466978422,-83.007632740334,-3.40658032660686,54.1578848361969,73,0
facewordN01_az,roi.lh.o-vs-scr.a200.label,1,2.07368,14746,14746,-41.1428959378,-85.29240903031,-8.98925656636002,-40.731466978422,-83.007632740334,-3.40658032660686,54.1578848361969,73,0
facewordN01_az,roi.lh.o-vs-scr.a300.label,1,2.07368,14746,14746,-41.1428959378,-85.29240903031,-8.98925656636002,-40.731466978422,-83.007632740334,-3.40658032660686,54.1578848361969,73,0
facewordN01_az,roi.rh.o-vs-scr.label,1,2.265254,15325,15325,42.6469327232,-86.87298799231,-6.59162891836002,42.220463395968,-84.4382198727335,-1.31846394409706,88.9655063524842,124,0
facewordN01_az,roi.rh.o-vs-scr.a100.label,1,2.265254,15325,15325,42.6469327232,-86.87298799231,-6.59162891836002,42.220463395968,-84.4382198727335,-1.31846394409706,88.9655063524842,124,0
facewordN01_az,roi.rh.o-vs-scr.a150.label,1,2.265254,15325,15325,42.6469327232,-86.87298799231,-6.59162891836002,42.220463395968,-84.4382198727335,-1.31846394409706,88.9655063524842,124,0
facewordN01_az,roi.rh.o-vs-scr.a200.label,1,2.265254,15325,15325,42.6469327232,-86.87298799231,-6.59162891836002,42.220463395968,-84.4382198727335,-1.31846394409706,88.9655063524842,124,0
facewordN01_az,roi.rh.o-vs-scr.a300.label,1,2.265254,15325,15325,42.6469327232,-86.87298799231,-6.59162891836002,42.220463395968,-84.4382198727335,-1.31846394409706,88.9655063524842,124,0
facewordN02_kmw,roi.lh.o-vs-scr.label,1,6.291897,11017,11017,-44.10924986592,-86.55021543449,-8.18503183595001,-43.6681573672608,-84.1924168133206,-2.67089761751115,99.4494980275631,136,0
facewordN02_kmw,roi.lh.o-vs-scr.a100.label,1,6.291897,11017,11017,-44.10924986592,-86.55021543449,-8.18503183595001,-43.6681573672608,-84.1924168133206,-2.67089761751115,99.4494980275631,136,0
facewordN02_kmw,roi.lh.o-vs-scr.a150.label,1,6.291897,11017,11017,-44.10924986592,-86.55021543449,-8.18503183595001,-43.6681573672608,-84.1924168133206,-2.67089761751115,149.221874721348,213,0
facewordN02_kmw,roi.lh.o-vs-scr.a200.label,1,6.291897,11017,11017,-44.10924986592,-86.55021543449,-8.18503183595001,-43.6681573672608,-84.1924168133206,-2.67089761751115,199.808852925897,285,0
facewordN02_kmw,roi.lh.o-vs-scr.a300.label,1,8.029025,23694,11017,-44.10924986592,-86.55021543449,-8.18503183595001,-43.6681573672608,-84.1924168133206,-2.67089761751115,298.856818526983,439,0
facewordN02_kmw,roi.rh.o-vs-scr.label,1,6.300509,17913,17913,50.32452858208,-78.98109083849,4.31975716104999,49.8212832962592,-76.3172874455722,7.79819693124008,99.4774326235056,130,0
facewordN02_kmw,roi.rh.o-vs-scr.a100.label,1,6.300509,17913,17913,50.32452858208,-78.98109083849,4.31975716104999,49.8212832962592,-76.3172874455722,7.79819693124008,99.4774326235056,130,0
facewordN02_kmw,roi.rh.o-vs-scr.a150.label,1,6.300509,17913,17913,50.32452858208,-78.98109083849,4.31975716104999,49.8212832962592,-76.3172874455722,7.79819693124008,149.092829227448,200,0
facewordN02_kmw,roi.rh.o-vs-scr.a200.label,1,6.300509,17913,17913,50.32452858208,-78.98109083849,4.31975716104999,49.8212832962592,-76.3172874455722,7.79819693124008,199.351010173559,262,0
facewordN02_kmw,roi.rh.o-vs-scr.a300.label,1,6.300509,17913,17913,50.32452858208,-78.98109083849,4.31975716104999,49.8212832962592,-76.3172874455722,7.79819693124008,299.436455391347,400,0
facewordN03_yts,roi.lh.o-vs-scr.label,1,9.919341,21252,21252,-44.64152812293,-84.37268431476,-6.08755181474002,-44.1951128417007,-81.9947938740792,-1.01678255546391,99.734237536788,145,0
facewordN03_yts,roi.lh.o-vs-scr.a100.label,1,9.919341,21252,21252,-44.64152812293,-84.37268431476,-6.08755181474002,-44.1951128417007,-81.9947938740792,-1.01678255546391,99.734237536788,145,0
facewordN03_yts,roi.lh.o-vs-scr.a150.label,1,9.919341,21252,21252,-44.64152812293,-84.37268431476,-6.08755181474002,-44.1951128417007,-81.9947938740792,-1.01678255546391,149.253853932023,220,0
facewordN03_yts,roi.lh.o-vs-scr.a200.label,1,9.919341,21252,21252,-44.64152812293,-84.37268431476,-6.08755181474002,-44.1951128417007,-81.9947938740792,-1.01678255546391,199.170352023095,287,0
facewordN03_yts,roi.lh.o-vs-scr.a300.label,1,9.919341,21252,21252,-44.64152812293,-84.37268431476,-6.08755181474002,-44.1951128417007,-81.9947938740792,-1.01678255546391,299.932086374611,432,0
facewordN03_yts,roi.rh.o-vs-scr.label,1,9.846605,25857,25857,52.36757885207,-74.86569159776,-10.76434585674,51.8439030635493,-72.9808792820509,-5.40127699027356,99.5679832845926,148,0
